1	2779.2	2790
2	2681.5	2794.2
3	2785.666667	2742
4	2617.941176	3011.45
5	2734.347826	3224.6
6	2644.692308	3489.583333
7	2920.827586	3587
8	2772.085714	4196.46875
9	2973.027778	3952.611111
10	3106.659091	4050.75
11	3106.659091	4609.340909
12	2915.270833	4752.3125
13	3038.75	4910.061538
14	3220.969231	5718.375
15	3048.960784	5193.786667
16	3346.45	5718.375
17	3688.797101	5193.786667
18	3588.851351	5375.208333
19	3718.25	5450.838235
20	3776.350877	5327.291667
21	3583.883721	5345.947368
22	3707.394737	5870.0875
23	3987.613636	6024.634921
24	3991.584416	5959.409091
25	3675.145833	5978.130435
26	3889.333333	6807.683333
27	4317.940171	6347.455446
28	4501.064286	6643.211538
29	4208.333333	6785.494253
30	3820.733333	6877.214765
31	4272.576	7409.217742
